
Time,Displacement,Force
(s),(mm),(N)
"10.6000","0.1580","-0.0031"
"10.6200","0.1583","0.0100"
"10.6400","0.1586","-0.0113"
"10.6600","0.1589","-0.0022"
"10.6800","0.1592","0.0172"
"10.7000","0.1595","0.0008"
"10.7200","0.1598","0.0071"
"10.7400","0.1601","-0.0160"
"10.7600","0.1604","0.0167"
"10.7800","0.1607","0.0231"
"10.8000","0.1610","0.0090"
"10.8200","0.1613","-0.0075"
"10.8400","0.1616","0.0019"
"10.8600","0.1619","0.0111"
"10.8800","0.1622","0.0098"
"10.9000","0.1625","0.0120"
"10.9200","0.1628","-0.0075"
"10.9400","0.1631","0.0001"
"10.9600","0.1634","0.0152"
"10.9800","0.1637","0.0212"
"11.0000","0.1639","-0.0300"
"11.0200","0.1642","-0.0038"
"11.0400","0.1645","0.0171"
"11.0600","0.1648","0.0159"
"11.0800","0.1651","-0.0110"
"11.1000","0.1654","-0.0005"
"11.1200","0.1657","0.0145"
"11.1400","0.1660","0.0123"
"11.1600","0.1663","-0.0128"
"11.1800","0.1666","0.0049"
"11.2000","0.1669","0.0073"
"11.2200","0.1672","-0.0014"
"11.2400","0.1675","-0.0007"
"11.2600","0.1678","0.0112"
"11.2800","0.1681","-0.0040"
"11.3000","0.1684","0.0035"
"11.3200","0.1687","-0.0076"
"11.3400","0.1690","0.0185"
"11.3600","0.1693","-0.0004"
"11.3800","0.1696","-0.0166"
"11.4000","0.1699","0.0062"
"11.4200","0.1702","0.0112"
"11.4400","0.1705","-0.0033"
"11.4600","0.1708","-0.0085"
"11.4800","0.1711","0.0011"
"11.5000","0.1714","-0.0022"
"11.5200","0.1717","0.0034"
"11.5400","0.1720","0.0133"
"11.5600","0.1723","0.0032"
"11.5800","0.1726","-0.0081"
"11.6000","0.1729","0.0092"
"11.6200","0.1731","0.0186"
"11.6400","0.1734","-0.0116"
"11.6600","0.1737","-0.0089"
"11.6800","0.1740","-0.0036"
"11.7000","0.1744","0.0247"
"11.7200","0.1747","0.0031"
"11.7400","0.1750","-0.0049"
"11.7600","0.1753","0.0031"
"11.7800","0.1756","-0.0009"
"11.8000","0.1759","-0.0043"
"11.8200","0.1762","-0.0049"
"11.8400","0.1765","-0.0067"
"11.8600","0.1768","0.0108"
"11.8800","0.1771","0.0198"
"11.9000","0.1774","-0.0089"
"11.9200","0.1777","-0.0055"
"11.9400","0.1780","0.0076"
"11.9600","0.1783","-0.0082"
"11.9800","0.1786","-0.0157"
"12.0000","0.1789","-0.0053"
"12.0200","0.1792","0.0164"
"12.0400","0.1795","0.0055"
"12.0600","0.1798","-0.0108"
"12.0800","0.1801","-0.0071"
"12.1000","0.1804","0.0101"
"12.1200","0.1807","0.0220"
"12.1400","0.1810","-0.0050"
"12.1600","0.1813","0.0021"
"12.1800","0.1816","0.0035"
"12.2000","0.1819","-0.0051"
"12.2200","0.1822","0.0080"
"12.2400","0.1825","0.0151"
"12.2600","0.1828","0.0041"
"12.2800","0.1831","-0.0003"
"12.3000","0.1834","0.0109"
"12.3200","0.1837","0.0011"
"12.3400","0.1840","0.0126"
"12.3600","0.1843","-0.0009"
"12.3800","0.1846","-0.0068"
"12.4000","0.1849","-0.0080"
"12.4200","0.1852","0.0104"
"12.4400","0.1855","0.0126"
"12.4600","0.1858","0.0022"
"12.4800","0.1861","-0.0029"
"12.5000","0.1864","0.0084"
"12.5200","0.1867","-0.0022"
"12.5400","0.1871","-0.0007"
"12.5600","0.1874","-0.0155"
"12.5800","0.1876","0.0111"
"12.6000","0.1879","0.0092"
"12.6200","0.1882","0.0055"
"12.6400","0.1885","-0.0061"
"12.6600","0.1888","0.0067"
"12.6800","0.1891","0.0140"
"12.7000","0.1894","0.0003"
"12.7200","0.1897","0.0050"
"12.7400","0.1900","0.0147"
"12.7600","0.1903","0.0157"
"12.7800","0.1906","-0.0136"
"12.8000","0.1909","0.0004"
"12.8200","0.1912","0.0139"
"12.8400","0.1915","-0.0039"
"12.8600","0.1918","0.0036"
"12.8800","0.1921","0.0012"
"12.9000","0.1924","0.0164"
"12.9200","0.1927","-0.0063"
"12.9400","0.1930","-0.0074"
"12.9600","0.1933","0.0082"
"12.9800","0.1936","0.0161"
"13.0000","0.1940","0.0060"
"13.0200","0.1943","-0.0052"
"13.0400","0.1946","-0.0122"
"13.0600","0.1949","0.0026"
"13.0800","0.1952","0.0021"
"13.1000","0.1955","0.0128"
"13.1200","0.1958","-0.0100"
"13.1400","0.1961","0.0044"
"13.1600","0.1964","0.0007"
"13.1800","0.1967","0.0003"
"13.2000","0.1970","-0.0018"
"13.2200","0.1973","-0.0101"
"13.2400","0.1976","0.0071"
"13.2600","0.1979","0.0098"
"13.2800","0.1982","0.0176"
"13.3000","0.1985","-0.0141"
"13.3200","0.1988","-0.0064"
"13.3400","0.1991","0.0074"
"13.3600","0.1994","-0.0013"
"13.3800","0.1997","0.0120"
"13.4000","0.2000","-0.0142"
"13.4200","0.2003","0.0065"
"13.4400","0.2006","0.0126"
"13.4600","0.2009","-0.0004"
"13.4800","0.2012","0.0046"
"13.5000","0.2015","0.0038"
"13.5200","0.2018","0.0180"
"13.5400","0.2021","0.0152"
"13.5600","0.2024","0.0036"
"13.5800","0.2027","-0.0099"
"13.6000","0.2030","0.0097"
"13.6200","0.2033","0.0143"
"13.6400","0.2036","0.0031"
"13.6600","0.2039","0.0009"
"13.6800","0.2042","0.0146"
"13.7000","0.2045","0.0028"
"13.7200","0.2048","-0.0092"
"13.7400","0.2051","0.0115"
"13.7600","0.2054","0.0136"
"13.7800","0.2057","0.0181"
"13.8000","0.2060","0.0024"
"13.8200","0.2063","0.0083"
"13.8400","0.2066","0.0109"
"13.8600","0.2069","0.0057"
"13.8800","0.2072","0.0178"
"13.9000","0.2075","0.0143"
"13.9200","0.2078","-0.0070"
"13.9400","0.2081","0.0087"
"13.9600","0.2084","0.0169"
"13.9800","0.2087","-0.0026"
"14.0000","0.2090","-0.0128"
"14.0200","0.2093","0.0178"
"14.0400","0.2096","0.0318"
"14.0600","0.2099","0.0063"
"14.0800","0.2101","-0.0043"
"14.1000","0.2104","-0.0002"
"14.1200","0.2107","0.0186"
"14.1400","0.2110","0.0082"
"14.1600","0.2113","-0.0010"
"14.1800","0.2116","0.0039"
"14.2000","0.2119","0.0112"
"14.2200","0.2122","0.0095"
"14.2400","0.2125","-0.0153"
"14.2600","0.2129","-0.0019"
"14.2800","0.2132","0.0281"
"14.3000","0.2135","0.0157"
"14.3200","0.2138","-0.0069"
"14.3400","0.2141","0.0065"
"14.3600","0.2144","0.0023"
"14.3800","0.2147","0.0257"
"14.4000","0.2150","0.0045"
"14.4200","0.2153","-0.0017"
"14.4400","0.2156","-0.0123"
"14.4600","0.2159","-0.0047"
"14.4800","0.2162","0.0113"
"14.5000","0.2165","0.0004"
"14.5200","0.2168","0.0128"
"14.5400","0.2171","0.0214"
"14.5600","0.2174","-0.0058"
"14.5800","0.2177","-0.0021"
"14.6000","0.2180","0.0034"
"14.6200","0.2183","0.0202"
"14.6400","0.2186","-0.0031"
"14.6600","0.2189","-0.0009"
"14.6800","0.2192","0.0144"
"14.7000","0.2195","-0.0008"
"14.7200","0.2198","-0.0006"
"14.7400","0.2201","0.0257"
"14.7600","0.2204","0.0017"
"14.7800","0.2207","0.0058"
"14.8000","0.2210","0.0026"
"14.8200","0.2213","0.0114"
"14.8400","0.2216","-0.0009"
