0.63,107.015,98.1959,98.6046
0.631,107.002,98.1895,98.599
0.632,106.99,98.1831,98.5935
0.633,106.978,98.1767,98.588
0.634,106.965,98.1703,98.5824
0.635,106.953,98.1639,98.5769
0.636,106.941,98.1575,98.5714
0.637,106.928,98.1512,98.5659
0.638,106.916,98.1448,98.5604
0.639,106.904,98.1385,98.5549
0.64,106.891,98.1322,98.5494
0.641,106.879,98.1259,98.5439
0.642,106.867,98.1196,98.5385
0.643,106.854,98.1133,98.533
0.644,106.842,98.107,98.5275
0.645,106.83,98.1008,98.5221
0.646,106.818,98.0945,98.5167
0.647,106.805,98.0883,98.5112
0.648,106.793,98.082,98.5058
0.649,106.781,98.0758,98.5004
0.65,106.769,98.0696,98.495
0.651,106.757,98.0634,98.4896
0.652,106.744,98.0572,98.4842
0.653,106.732,98.051,98.4788
0.654,106.72,98.0449,98.4734
0.655,106.708,98.0387,98.468
0.656,106.696,98.0326,98.4627
0.657,106.684,98.0265,98.4573
0.658,106.672,98.0203,98.452
0.659,106.659,98.0142,98.4466
0.66,106.647,98.0081,98.4413
0.661,106.635,98.002,98.436
0.662,106.623,97.9959,98.4306
0.663,106.611,97.9899,98.4253
0.664,106.599,97.9838,98.42
0.665,106.587,97.9777,98.4147
0.666,106.575,97.9717,98.4094
0.667,106.563,97.9657,98.4041
0.668,106.551,97.9596,98.3989
0.669,106.539,97.9536,98.3936
0.67,106.527,97.9476,98.3883
0.671,106.515,97.9416,98.3831
0.672,106.503,97.9356,98.3778
0.673,106.491,97.9297,98.3726
0.674,106.479,97.9237,98.3673
0.675,106.467,97.9178,98.3621
0.676,106.455,97.9118,98.3569
0.677,106.443,97.9059,98.3517
0.678,106.431,97.9,98.3465
0.679,106.419,97.894,98.3412
0.68,106.407,97.8881,98.3361
0.681,106.396,97.8822,98.3309
0.682,106.384,97.8764,98.3257
0.683,106.372,97.8705,98.3205
0.684,106.36,97.8646,98.3153
0.685,106.348,97.8588,98.3102
0.686,106.336,97.8529,98.305
0.687,106.324,97.8471,98.2999
0.688,106.313,97.8413,98.2947
0.689,106.301,97.8354,98.2896
0.69,106.289,97.8296,98.2845
0.691,106.277,97.8238,98.2793
0.692,106.265,97.818,98.2742
0.693,106.254,97.8122,98.2691
0.694,106.242,97.8065,98.264
0.695,106.23,97.8007,98.2589
0.696,106.218,97.795,98.2538
0.697,106.207,97.7892,98.2487
0.698,106.195,97.7835,98.2437
0.699,106.183,97.7777,98.2386
0.7,106.172,97.772,98.2335
0.701,106.16,97.7663,98.2285
0.702,106.148,97.7606,98.2234
0.703,106.137,97.7549,98.2184
0.704,106.125,97.7493,98.2133
0.705,106.113,97.7436,98.2083
0.706,106.102,97.7379,98.2033
0.707,106.09,97.7323,98.1982
0.708,106.078,97.7266,98.1932
0.709,106.067,97.721,98.1882
0.71,106.055,97.7154,98.1832
0.711,106.044,97.7097,98.1782
0.712,106.032,97.7041,98.1732
0.713,106.021,97.6985,98.1683
0.714,106.009,97.6929,98.1633
0.715,105.997,97.6873,98.1583
0.716,105.986,97.6818,98.1533
0.717,105.974,97.6762,98.1484
0.718,105.963,97.6706,98.1434
0.719,105.951,97.6651,98.1385
0.72,105.94,97.6595,98.1335
0.721,105.928,97.654,98.1286
0.722,105.917,97.6485,98.1237
0.723,105.906,97.643,98.1188
0.724,105.894,97.6374,98.1139
0.725,105.883,97.6319,98.1089
0.726,105.871,97.6264,98.104
0.727,105.86,97.621,98.0991
0.728,105.848,97.6155,98.0942
0.729,105.837,97.61,98.0894
0.73,105.826,97.6046,98.0845
0.731,105.814,97.5991,98.0796
0.732,105.803,97.5937,98.0747
0.733,105.792,97.5882,98.0699
0.734,105.78,97.5828,98.065
0.735,105.769,97.5774,98.0602
0.736,105.758,97.572,98.0553
0.737,105.746,97.5666,98.0505
0.738,105.735,97.5612,98.0457
0.739,105.724,97.5558,98.0408
0.74,105.712,97.5504,98.036
0.741,105.701,97.5451,98.0312
0.742,105.69,97.5397,98.0264
0.743,105.679,97.5343,98.0216
0.744,105.667,97.529,98.0168
0.745,105.656,97.5236,98.012
0.746,105.645,97.5183,98.0072
0.747,105.634,97.513,98.0024
0.748,105.622,97.5077,97.9977
0.749,105.611,97.5024,97.9929
0.75,105.6,97.4971,97.9881
0.751,105.589,97.4918,97.9834
0.752,105.578,97.4865,97.9786
0.753,105.567,97.4812,97.9739
0.754,105.556,97.4759,97.9691
0.755,105.544,97.4707,97.9644
0.756,105.533,97.4654,97.9597
0.757,105.522,97.4602,97.9549
0.758,105.511,97.4549,97.9502
0.759,105.5,97.4497,97.9455
0.76,105.489,97.4445,97.9408
0.761,105.478,97.4392,97.9361
0.762,105.467,97.434,97.9314
0.763,105.456,97.4288,97.9267
0.764,105.445,97.4236,97.922
0.765,105.434,97.4185,97.9173
0.766,105.423,97.4133,97.9127
0.767,105.412,97.4081,97.908
0.768,105.401,97.4029,97.9033
0.769,105.39,97.3978,97.8987
0.77,105.379,97.3926,97.894
0.771,105.368,97.3875,97.8894
0.772,105.357,97.3823,97.8847
0.773,105.346,97.3772,97.8801
0.774,105.335,97.3721,97.8755
0.775,105.324,97.367,97.8708
0.776,105.313,97.3619,97.8662
0.777,105.302,97.3568,97.8616
0.778,105.291,97.3517,97.857
0.779,105.281,97.3466,97.8524
0.78,105.27,97.3415,97.8478
0.781,105.259,97.3364,97.8432
0.782,105.248,97.3314,97.8386
0.783,105.237,97.3263,97.834
0.784,105.226,97.3213,97.8294
0.785,105.216,97.3162,97.8249
0.786,105.205,97.3112,97.8203
0.787,105.194,97.3061,97.8157
0.788,105.183,97.3011,97.8112
0.789,105.172,97.2961,97.8066
0.79,105.162,97.2911,97.8021
0.791,105.151,97.2861,97.7975
0.792,105.14,97.2811,97.793
0.793,105.129,97.2761,97.7885
0.794,105.119,97.2711,97.784
0.795,105.108,97.2661,97.7794
0.796,105.097,97.2612,97.7749
0.797,105.087,97.2562,97.7704
0.798,105.076,97.2513,97.7659
0.799,105.065,97.2463,97.7614
0.8,105.055,97.2414,97.7569
0.801,105.044,97.2364,97.7524
0.802,105.033,97.2315,97.7479
0.803,105.023,97.2266,97.7434
0.804,105.012,97.2216,97.739
0.805,105.001,97.2167,97.7345
0.806,104.991,97.2118,97.73
0.807,104.98,97.2069,97.7256
0.808,104.97,97.202,97.7211
0.809,104.959,97.1972,97.7167
